Customer_ID,Customer_Name,Gender,Age_Group,Country,Customer_Segment
C1746,Customer 1746,Male,36-45,Germany,Regular
C1747,Customer 1747,Female,36-45,Germany,New
C1748,Customer 1748,Male,26-35,USA,New
C1749,Customer 1749,Male,46+,USA,Regular
C1750,Customer 1750,Female,36-45,UAE,New
C1751,Customer 1751,Male,26-35,USA,Regular
C1752,Customer 1752,Female,18-25,UAE,Regular
C1753,Customer 1753,Male,18-25,Germany,Regular
C1754,Customer 1754,Male,26-35,Australia,Premium
C1755,Customer 1755,Male,26-35,India,Premium
C1756,Customer 1756,Male,46+,UAE,Regular
C1757,Customer 1757,Male,26-35,UAE,Regular
C1758,Customer 1758,Female,46+,UK,Regular
C1759,Customer 1759,Female,18-25,India,New
C1760,Customer 1760,Female,18-25,USA,Regular
C1761,Customer 1761,Male,36-45,UK,Regular
C1762,Customer 1762,Female,26-35,UAE,New
C1763,Customer 1763,Male,26-35,Australia,Regular
C1764,Customer 1764,Male,18-25,India,New
C1765,Customer 1765,Male,36-45,UAE,New
C1766,Customer 1766,Male,18-25,UK,Regular
C1767,Customer 1767,Male,26-35,UAE,Premium
C1768,Customer 1768,Female,18-25,India,New
C1769,Customer 1769,Male,18-25,India,New
C1770,Customer 1770,Female,36-45,Australia,Regular
C1771,Customer 1771,Female,36-45,Germany,Regular
C1772,Customer 1772,Male,18-25,UAE,Premium
C1773,Customer 1773,Male,36-45,Australia,Regular
C1774,Customer 1774,Female,46+,USA,Regular
C1775,Customer 1775,Female,46+,India,New
C1776,Customer 1776,Male,36-45,UK,Regular
C1777,Customer 1777,Female,46+,Australia,Regular
C1778,Customer 1778,Male,36-45,USA,New
C1779,Customer 1779,Male,46+,Germany,Regular
C1780,Customer 1780,Female,36-45,USA,New
C1781,Customer 1781,Female,26-35,UK,Premium
C1782,Customer 1782,Male,18-25,Australia,New
C1783,Customer 1783,Female,36-45,Australia,Regular
C1784,Customer 1784,Female,36-45,USA,Regular
C1785,Customer 1785,Female,18-25,India,Regular
C1786,Customer 1786,Female,18-25,UK,New
C1787,Customer 1787,Female,46+,UAE,Regular
C1788,Customer 1788,Female,46+,India,Regular
C1789,Customer 1789,Female,18-25,Germany,Regular
C1790,Customer 1790,Female,46+,India,New
C1791,Customer 1791,Male,18-25,UAE,Regular
C1792,Customer 1792,Female,36-45,USA,New
C1793,Customer 1793,Male,46+,India,Regular
C1794,Customer 1794,Female,18-25,Australia,Regular
C1795,Customer 1795,Male,18-25,Germany,Regular
C1796,Customer 1796,Male,26-35,India,Regular
C1797,Customer 1797,Male,26-35,USA,Regular
C1798,Customer 1798,Male,36-45,Germany,Regular
C1799,Customer 1799,Female,36-45,Australia,Premium
C1800,Customer 1800,Female,18-25,India,New
C1801,Customer 1801,Female,18-25,UAE,New
C1802,Customer 1802,Male,36-45,USA,Regular
C1803,Customer 1803,Male,26-35,USA,Premium
C1804,Customer 1804,Male,46+,UK,Regular
C1805,Customer 1805,Male,36-45,Australia,Regular
C1806,Customer 1806,Male,46+,UAE,Premium
C1807,Customer 1807,Female,26-35,Germany,Regular
C1808,Customer 1808,Female,36-45,Australia,Regular
C1809,Customer 1809,Male,26-35,UK,Regular
C1810,Customer 1810,Female,18-25,UK,Regular
C1811,Customer 1811,Male,36-45,Australia,Regular
C1812,Customer 1812,Male,18-25,Germany,Regular
C1813,Customer 1813,Female,18-25,Australia,New
C1814,Customer 1814,Female,46+,Australia,Premium
C1815,Customer 1815,Male,18-25,Australia,New
C1816,Customer 1816,Female,36-45,India,Regular
C1817,Customer 1817,Female,46+,USA,Regular
C1818,Customer 1818,Male,36-45,Germany,Regular
C1819,Customer 1819,Male,36-45,USA,New
C1820,Customer 1820,Male,36-45,Germany,Regular
C1821,Customer 1821,Male,36-45,UK,Premium
C1822,Customer 1822,Male,36-45,India,Premium
C1823,Customer 1823,Female,18-25,UAE,Regular
C1824,Customer 1824,Female,46+,UAE,Regular
C1825,Customer 1825,Female,18-25,India,Regular
C1826,Customer 1826,Male,18-25,Germany,Regular
C1827,Customer 1827,Male,18-25,UK,Regular
C1828,Customer 1828,Female,36-45,UAE,New
C1829,Customer 1829,Male,18-25,UK,Regular
C1830,Customer 1830,Male,46+,USA,Regular
C1831,Customer 1831,Female,18-25,Australia,Regular
C1832,Customer 1832,Male,18-25,Australia,Premium
C1833,Customer 1833,Male,46+,Germany,Premium
C1834,Customer 1834,Female,36-45,UAE,Regular
C1835,Customer 1835,Male,18-25,Germany,Regular
C1836,Customer 1836,Female,46+,India,New
C1837,Customer 1837,Male,18-25,UK,New
C1838,Customer 1838,Male,26-35,UK,Regular
C1839,Customer 1839,Male,36-45,Australia,Premium
C1840,Customer 1840,Female,26-35,UK,New
C1841,Customer 1841,Female,26-35,UK,New
C1842,Customer 1842,Male,18-25,India,Regular
C1843,Customer 1843,Male,26-35,UK,Regular
C1844,Customer 1844,Female,18-25,UAE,Premium
C1845,Customer 1845,Female,46+,UAE,New
C1846,Customer 1846,Female,26-35,USA,Regular
C1847,Customer 1847,Male,46+,Germany,New
C1848,Customer 1848,Female,26-35,Australia,New
C1849,Customer 1849,Male,36-45,UAE,New
C1850,Customer 1850,Female,46+,Australia,Regular
C1851,Customer 1851,Female,36-45,India,Regular
C1852,Customer 1852,Male,26-35,UAE,Premium
C1853,Customer 1853,Male,36-45,India,Premium
C1854,Customer 1854,Female,26-35,UK,Regular
C1855,Customer 1855,Male,36-45,UAE,Premium
C1856,Customer 1856,Female,46+,Germany,Regular
C1857,Customer 1857,Female,36-45,USA,Regular
C1858,Customer 1858,Female,46+,Germany,Regular
C1859,Customer 1859,Male,46+,USA,New
C1860,Customer 1860,Male,36-45,USA,Regular
C1861,Customer 1861,Male,26-35,USA,Premium
C1862,Customer 1862,Female,18-25,India,Regular
C1863,Customer 1863,Female,46+,Australia,Regular
C1864,Customer 1864,Female,46+,UK,New
C1865,Customer 1865,Male,18-25,Germany,New
C1866,Customer 1866,Female,36-45,UK,Regular
C1867,Customer 1867,Female,18-25,USA,Premium
C1868,Customer 1868,Male,26-35,UK,Premium
C1869,Customer 1869,Female,26-35,Germany,Premium
C1870,Customer 1870,Male,26-35,UK,New
C1871,Customer 1871,Female,36-45,Germany,Premium
C1872,Customer 1872,Male,46+,UK,New
C1873,Customer 1873,Female,46+,UAE,New
C1874,Customer 1874,Female,36-45,India,Regular
C1875,Customer 1875,Male,26-35,UAE,Premium
C1876,Customer 1876,Male,18-25,USA,Regular
C1877,Customer 1877,Male,46+,USA,Regular
C1878,Customer 1878,Male,18-25,USA,Regular
C1879,Customer 1879,Male,18-25,UAE,New
C1880,Customer 1880,Female,36-45,India,New
C1881,Customer 1881,Female,46+,Australia,Regular
C1882,Customer 1882,Female,18-25,Germany,Regular
C1883,Customer 1883,Female,18-25,UK,Premium
C1884,Customer 1884,Female,18-25,UAE,Premium
C1885,Customer 1885,Male,26-35,Australia,Regular
C1886,Customer 1886,Male,46+,India,Premium
C1887,Customer 1887,Male,18-25,UAE,Premium
C1888,Customer 1888,Male,18-25,Germany,Regular
C1889,Customer 1889,Female,18-25,USA,Premium
C1890,Customer 1890,Female,18-25,USA,Premium
C1891,Customer 1891,Male,46+,USA,New
C1892,Customer 1892,Female,26-35,Germany,New
C1893,Customer 1893,Male,46+,UAE,Regular
C1894,Customer 1894,Male,46+,UK,Regular
C1895,Customer 1895,Male,36-45,Germany,Premium
C1896,Customer 1896,Male,26-35,UK,Premium
C1897,Customer 1897,Male,46+,UAE,Regular
C1898,Customer 1898,Female,46+,UK,Premium
C1899,Customer 1899,Male,18-25,India,Regular
C1900,Customer 1900,Male,26-35,India,New
C1901,Customer 1901,Male,18-25,USA,New
C1902,Customer 1902,Female,18-25,UAE,Regular
C1903,Customer 1903,Male,46+,Germany,Regular
C1904,Customer 1904,Male,18-25,Australia,New
C1905,Customer 1905,Male,46+,UK,Regular
C1906,Customer 1906,Male,26-35,UK,Regular
C1907,Customer 1907,Male,46+,USA,Regular
C1908,Customer 1908,Male,26-35,UK,Premium
C1909,Customer 1909,Male,46+,Germany,Regular
C1910,Customer 1910,Female,46+,India,Regular
C1911,Customer 1911,Male,46+,Germany,Regular
C1912,Customer 1912,Female,46+,India,Regular
C1913,Customer 1913,Female,36-45,UAE,New
C1914,Customer 1914,Male,26-35,India,Regular
C1915,Customer 1915,Female,26-35,India,New
C1916,Customer 1916,Male,36-45,UAE,Regular
C1917,Customer 1917,Female,26-35,Germany,Regular
C1918,Customer 1918,Male,18-25,Australia,Regular
C1919,Customer 1919,Male,46+,UK,Regular
C1920,Customer 1920,Male,26-35,Germany,Regular
C1921,Customer 1921,Male,18-25,UAE,New
C1922,Customer 1922,Female,46+,UAE,Regular
C1923,Customer 1923,Male,36-45,India,Regular
C1924,Customer 1924,Female,36-45,Germany,Regular
C1925,Customer 1925,Male,26-35,Germany,New
C1926,Customer 1926,Male,18-25,UK,Premium
C1927,Customer 1927,Female,18-25,USA,Regular
C1928,Customer 1928,Male,18-25,USA,New
C1929,Customer 1929,Female,18-25,Australia,New
C1930,Customer 1930,Female,36-45,India,New
C1931,Customer 1931,Male,36-45,Germany,Regular
C1932,Customer 1932,Female,18-25,USA,Regular
C1933,Customer 1933,Male,26-35,UAE,Regular
C1934,Customer 1934,Male,26-35,USA,Regular
C1935,Customer 1935,Male,26-35,UK,Regular
C1936,Customer 1936,Female,18-25,UK,Regular
C1937,Customer 1937,Female,18-25,UK,Regular
C1938,Customer 1938,Female,26-35,Australia,Premium
C1939,Customer 1939,Female,26-35,USA,Premium
C1940,Customer 1940,Male,26-35,Australia,Regular
C1941,Customer 1941,Female,18-25,UK,Premium
C1942,Customer 1942,Female,18-25,UAE,New
C1943,Customer 1943,Female,46+,USA,New
C1944,Customer 1944,Female,36-45,Australia,New
C1945,Customer 1945,Female,36-45,UAE,Premium
C1946,Customer 1946,Male,46+,Germany,Regular
C1947,Customer 1947,Female,46+,India,Regular
C1948,Customer 1948,Female,26-35,UK,New
C1949,Customer 1949,Male,46+,India,Regular
C1950,Customer 1950,Female,26-35,India,New
C1951,Customer 1951,Male,46+,Germany,Premium
C1952,Customer 1952,Female,26-35,Australia,Premium
C1953,Customer 1953,Female,46+,UAE,Regular
C1954,Customer 1954,Male,36-45,Germany,Regular
C1955,Customer 1955,Female,36-45,Australia,Premium
C1956,Customer 1956,Male,18-25,Germany,New
C1957,Customer 1957,Female,26-35,UK,Regular
C1958,Customer 1958,Male,36-45,UK,Regular
C1959,Customer 1959,Male,18-25,UK,Regular
C1960,Customer 1960,Female,26-35,UK,Regular
C1961,Customer 1961,Female,36-45,UAE,Regular
C1962,Customer 1962,Female,18-25,India,Regular
C1963,Customer 1963,Female,46+,India,New
C1964,Customer 1964,Male,26-35,Australia,New
C1965,Customer 1965,Male,18-25,India,Regular
C1966,Customer 1966,Female,26-35,USA,Regular
C1967,Customer 1967,Female,26-35,USA,Premium
C1968,Customer 1968,Female,18-25,India,New
C1969,Customer 1969,Male,46+,Australia,Regular
C1970,Customer 1970,Male,36-45,Australia,New
C1971,Customer 1971,Female,18-25,UAE,Regular
C1972,Customer 1972,Female,36-45,UK,Regular
C1973,Customer 1973,Female,18-25,USA,Regular
C1974,Customer 1974,Male,36-45,UAE,Regular
C1975,Customer 1975,Female,18-25,India,Regular
C1976,Customer 1976,Female,46+,UK,Regular
C1977,Customer 1977,Female,36-45,UK,Regular
C1978,Customer 1978,Male,18-25,UAE,Regular
C1979,Customer 1979,Male,26-35,Australia,Premium
C1980,Customer 1980,Female,36-45,UK,Regular
C1981,Customer 1981,Male,26-35,UAE,Regular
C1982,Customer 1982,Female,46+,UAE,Premium
C1983,Customer 1983,Male,18-25,UAE,Regular
C1984,Customer 1984,Male,26-35,India,Regular
C1985,Customer 1985,Male,46+,USA,Regular
C1986,Customer 1986,Female,18-25,Germany,Regular
C1987,Customer 1987,Male,18-25,UK,New
C1988,Customer 1988,Male,18-25,Germany,New
C1989,Customer 1989,Male,36-45,Australia,Regular
C1990,Customer 1990,Female,46+,USA,Regular
C1991,Customer 1991,Male,18-25,UK,Regular
C1992,Customer 1992,Male,46+,Australia,Premium
C1993,Customer 1993,Female,36-45,USA,Regular
C1994,Customer 1994,Male,46+,India,Regular
C1995,Customer 1995,Male,26-35,UAE,Regular
C1996,Customer 1996,Male,46+,UAE,Regular
C1997,Customer 1997,Female,18-25,UAE,Premium
C1998,Customer 1998,Male,46+,India,New
C1999,Customer 1999,Female,36-45,UK,Regular
C2000,Customer 2000,Female,36-45,Germany,Regular
C2001,Customer 2001,Female,36-45,UAE,Premium
C2002,Customer 2002,Female,26-35,Australia,Regular
C2003,Customer 2003,Female,18-25,UK,Regular
C2004,Customer 2004,Female,46+,Germany,Regular
C2005,Customer 2005,Female,46+,Germany,Regular
C2006,Customer 2006,Female,26-35,UK,Premium
C2007,Customer 2007,Male,26-35,UK,New
C2008,Customer 2008,Male,46+,Germany,Regular
C2009,Customer 2009,Female,26-35,USA,New
C2010,Customer 2010,Male,36-45,UK,Regular
C2011,Customer 2011,Male,36-45,UK,New
C2012,Customer 2012,Female,26-35,India,New
C2013,Customer 2013,Male,26-35,India,Premium
C2014,Customer 2014,Female,26-35,UAE,New
C2015,Customer 2015,Male,26-35,Australia,Regular
C2016,Customer 2016,Male,26-35,USA,Regular
C2017,Customer 2017,Male,18-25,USA,New
C2018,Customer 2018,Male,18-25,India,New
C2019,Customer 2019,Male,26-35,Australia,Regular
C2020,Customer 2020,Female,36-45,India,New
C2021,Customer 2021,Male,36-45,UK,Premium
C2022,Customer 2022,Male,18-25,UAE,Regular
C2023,Customer 2023,Male,46+,UK,Regular
C2024,Customer 2024,Male,26-35,USA,Regular
C2025,Customer 2025,Male,46+,Australia,Regular
C2026,Customer 2026,Male,26-35,UK,Regular
C2027,Customer 2027,Female,46+,India,New
C2028,Customer 2028,Female,26-35,Australia,New
C2029,Customer 2029,Female,46+,India,Regular
C2030,Customer 2030,Female,46+,USA,New
C2031,Customer 2031,Female,18-25,USA,Regular
C2032,Customer 2032,Male,46+,USA,Premium
C2033,Customer 2033,Male,18-25,UAE,Premium
C2034,Customer 2034,Male,46+,Germany,New
C2035,Customer 2035,Female,18-25,UK,New
C2036,Customer 2036,Male,26-35,Germany,Premium
C2037,Customer 2037,Female,26-35,UAE,Premium
C2038,Customer 2038,Male,26-35,UAE,Regular
C2039,Customer 2039,Male,26-35,India,Regular
C2040,Customer 2040,Female,46+,UK,Regular
C2041,Customer 2041,Male,36-45,India,Regular
C2042,Customer 2042,Female,18-25,UK,New
C2043,Customer 2043,Male,18-25,UAE,Regular
C2044,Customer 2044,Male,36-45,UAE,Regular
C2045,Customer 2045,Male,26-35,USA,New
C2046,Customer 2046,Male,36-45,UAE,Premium
C2047,Customer 2047,Female,46+,Australia,New
C2048,Customer 2048,Male,18-25,Germany,Regular
C2049,Customer 2049,Male,26-35,USA,New
C2050,Customer 2050,Female,36-45,UAE,New
C2051,Customer 2051,Male,26-35,Australia,New
C2052,Customer 2052,Male,18-25,UAE,New
C2053,Customer 2053,Female,18-25,UAE,Regular
C2054,Customer 2054,Male,18-25,Germany,New
C2055,Customer 2055,Female,36-45,Australia,New
C2056,Customer 2056,Female,36-45,Australia,New
C2057,Customer 2057,Female,18-25,UAE,Regular
C2058,Customer 2058,Female,26-35,India,Regular
C2059,Customer 2059,Female,46+,Australia,Regular
C2060,Customer 2060,Male,26-35,USA,New
C2061,Customer 2061,Male,26-35,USA,Regular
C2062,Customer 2062,Male,18-25,India,Regular
C2063,Customer 2063,Female,18-25,UAE,New
C2064,Customer 2064,Male,18-25,USA,Regular
C2065,Customer 2065,Female,36-45,USA,Regular
C2066,Customer 2066,Male,46+,UAE,New
C2067,Customer 2067,Female,26-35,UAE,Regular
C2068,Customer 2068,Male,36-45,USA,Regular
C2069,Customer 2069,Female,46+,Germany,Premium
C2070,Customer 2070,Male,18-25,UAE,Regular
C2071,Customer 2071,Male,46+,UK,Regular
C2072,Customer 2072,Female,46+,Germany,Regular
C2073,Customer 2073,Female,26-35,India,New
C2074,Customer 2074,Female,36-45,Germany,Regular
C2075,Customer 2075,Male,36-45,Germany,Regular
C2076,Customer 2076,Male,36-45,USA,Premium
C2077,Customer 2077,Female,36-45,Germany,Premium
C2078,Customer 2078,Male,26-35,USA,Regular
C2079,Customer 2079,Male,18-25,USA,Regular
C2080,Customer 2080,Female,26-35,Germany,Premium
C2081,Customer 2081,Female,26-35,UAE,Regular
C2082,Customer 2082,Female,18-25,UAE,New
C2083,Customer 2083,Male,46+,Germany,Regular
C2084,Customer 2084,Female,46+,UAE,Regular
C2085,Customer 2085,Male,36-45,Australia,Regular
C2086,Customer 2086,Male,36-45,Germany,Premium
C2087,Customer 2087,Male,46+,USA,Regular
C2088,Customer 2088,Female,18-25,Germany,Premium
C2089,Customer 2089,Female,46+,India,Regular
C2090,Customer 2090,Female,26-35,UAE,New
C2091,Customer 2091,Male,46+,USA,Premium
C2092,Customer 2092,Female,26-35,USA,Regular
C2093,Customer 2093,Female,36-45,UAE,Regular
C2094,Customer 2094,Male,26-35,India,Premium
C2095,Customer 2095,Female,18-25,USA,Regular
C2096,Customer 2096,Male,18-25,Germany,Regular
C2097,Customer 2097,Male,18-25,Germany,Regular
C2098,Customer 2098,Male,18-25,UK,New
C2099,Customer 2099,Female,18-25,USA,New
C2100,Customer 2100,Male,36-45,USA,Premium
C2101,Customer 2101,Female,26-35,UAE,Regular
C2102,Customer 2102,Male,18-25,Germany,New
C2103,Customer 2103,Male,46+,India,New
C2104,Customer 2104,Female,26-35,UAE,Premium
C2105,Customer 2105,Female,36-45,UK,Premium
C2106,Customer 2106,Female,18-25,UAE,New
C2107,Customer 2107,Male,26-35,Australia,Premium
C2108,Customer 2108,Female,26-35,USA,New
C2109,Customer 2109,Female,46+,Germany,New
C2110,Customer 2110,Male,36-45,Germany,New
C2111,Customer 2111,Female,46+,UK,Regular
C2112,Customer 2112,Female,26-35,UK,Regular
C2113,Customer 2113,Male,46+,UK,Regular
C2114,Customer 2114,Male,26-35,India,Regular
C2115,Customer 2115,Female,26-35,UK,New
C2116,Customer 2116,Male,36-45,Australia,Regular
C2117,Customer 2117,Male,46+,USA,Regular
C2118,Customer 2118,Female,46+,Australia,Regular
C2119,Customer 2119,Female,18-25,India,Regular
C2120,Customer 2120,Male,46+,Germany,Regular
C2121,Customer 2121,Male,18-25,USA,New
C2122,Customer 2122,Male,26-35,UAE,Regular
C2123,Customer 2123,Female,18-25,Germany,Regular
C2124,Customer 2124,Male,46+,Australia,Premium
C2125,Customer 2125,Female,26-35,Australia,Regular
C2126,Customer 2126,Male,46+,India,Regular
C2127,Customer 2127,Male,36-45,UK,New
C2128,Customer 2128,Female,18-25,UAE,Premium
C2129,Customer 2129,Male,36-45,UAE,New
C2130,Customer 2130,Male,36-45,UAE,Regular
C2131,Customer 2131,Female,46+,UK,Regular
C2132,Customer 2132,Male,36-45,USA,Regular
C2133,Customer 2133,Female,46+,UK,Regular
C2134,Customer 2134,Female,46+,UAE,Regular
C2135,Customer 2135,Male,36-45,USA,Regular
C2136,Customer 2136,Male,46+,India,Regular
C2137,Customer 2137,Male,36-45,USA,Regular
C2138,Customer 2138,Female,36-45,India,Regular
C2139,Customer 2139,Female,26-35,USA,New
C2140,Customer 2140,Male,36-45,UAE,New
C2141,Customer 2141,Female,26-35,UK,Regular
C2142,Customer 2142,Male,46+,Australia,Regular
C2143,Customer 2143,Female,46+,UK,Regular
C2144,Customer 2144,Male,26-35,Germany,Regular
C2145,Customer 2145,Male,46+,USA,Regular
C2146,Customer 2146,Female,46+,UK,Regular
C2147,Customer 2147,Female,26-35,Australia,New
C2148,Customer 2148,Female,36-45,Germany,Regular
C2149,Customer 2149,Female,46+,UK,Premium
C2150,Customer 2150,Male,36-45,UAE,New
C2151,Customer 2151,Female,26-35,UK,Premium
C2152,Customer 2152,Male,46+,UK,New
C2153,Customer 2153,Male,18-25,India,Regular
C2154,Customer 2154,Female,46+,USA,New
C2155,Customer 2155,Male,36-45,Germany,New
C2156,Customer 2156,Male,46+,Australia,Regular
C2157,Customer 2157,Male,46+,UAE,Regular
C2158,Customer 2158,Male,36-45,USA,New
C2159,Customer 2159,Male,18-25,India,Premium
C2160,Customer 2160,Female,18-25,India,Regular
C2161,Customer 2161,Female,36-45,India,Regular
C2162,Customer 2162,Male,36-45,UK,Regular
C2163,Customer 2163,Male,46+,UK,Regular
C2164,Customer 2164,Male,46+,UAE,Regular
C2165,Customer 2165,Female,26-35,Germany,Regular
C2166,Customer 2166,Male,46+,UK,New
C2167,Customer 2167,Female,36-45,Australia,Regular
C2168,Customer 2168,Male,46+,USA,Premium
C2169,Customer 2169,Female,36-45,India,New
C2170,Customer 2170,Male,36-45,Germany,New
C2171,Customer 2171,Male,36-45,India,Premium
C2172,Customer 2172,Female,46+,India,Regular
C2173,Customer 2173,Female,26-35,Germany,New
C2174,Customer 2174,Female,46+,Australia,Regular
C2175,Customer 2175,Female,36-45,UAE,Regular
C2176,Customer 2176,Female,46+,India,Regular
C2177,Customer 2177,Male,46+,UK,Premium
C2178,Customer 2178,Male,36-45,UAE,Premium
C2179,Customer 2179,Male,36-45,Australia,New
C2180,Customer 2180,Male,46+,Germany,Regular
C2181,Customer 2181,Male,26-35,Australia,Regular
C2182,Customer 2182,Female,46+,UAE,Premium
C2183,Customer 2183,Female,46+,Germany,Premium
C2184,Customer 2184,Male,26-35,USA,Premium
C2185,Customer 2185,Female,36-45,UK,Regular
C2186,Customer 2186,Male,36-45,Germany,Regular
C2187,Customer 2187,Male,36-45,USA,Regular
C2188,Customer 2188,Male,18-25,Australia,New
C2189,Customer 2189,Female,46+,Germany,New
C2190,Customer 2190,Male,36-45,Germany,Regular
C2191,Customer 2191,Female,26-35,Germany,Regular
C2192,Customer 2192,Male,26-35,India,New
C2193,Customer 2193,Female,26-35,Germany,Regular
C2194,Customer 2194,Male,36-45,India,Premium
C2195,Customer 2195,Female,26-35,India,Premium
C2196,Customer 2196,Female,26-35,India,Regular
C2197,Customer 2197,Female,36-45,UAE,Regular
C2198,Customer 2198,Female,26-35,Australia,Regular
C2199,Customer 2199,Male,18-25,UAE,Regular
C2200,Customer 2200,Female,46+,India,Premium
C2201,Customer 2201,Female,46+,UK,Regular
C2202,Customer 2202,Female,26-35,India,Premium
C2203,Customer 2203,Male,46+,UAE,Premium
C2204,Customer 2204,Male,46+,USA,Regular
C2205,Customer 2205,Female,18-25,India,Regular
C2206,Customer 2206,Female,36-45,UK,Regular
C2207,Customer 2207,Male,46+,UK,Regular
C2208,Customer 2208,Male,36-45,UK,New
C2209,Customer 2209,Male,36-45,India,Regular
C2210,Customer 2210,Female,18-25,USA,Regular
C2211,Customer 2211,Female,36-45,India,Premium
C2212,Customer 2212,Male,18-25,USA,Regular
C2213,Customer 2213,Male,18-25,UK,Regular
C2214,Customer 2214,Male,46+,UAE,Premium
C2215,Customer 2215,Female,46+,UK,Regular
C2216,Customer 2216,Female,36-45,UK,Premium
C2217,Customer 2217,Female,26-35,India,Regular
C2218,Customer 2218,Male,46+,USA,Regular
C2219,Customer 2219,Male,18-25,UAE,Regular
C2220,Customer 2220,Male,26-35,Australia,Regular
C2221,Customer 2221,Male,46+,USA,Regular
C2222,Customer 2222,Female,36-45,Germany,Regular
C2223,Customer 2223,Male,46+,Australia,Premium
C2224,Customer 2224,Male,46+,UAE,Premium
C2225,Customer 2225,Female,46+,UAE,New
C2226,Customer 2226,Female,46+,Australia,New
C2227,Customer 2227,Female,36-45,UK,Premium
C2228,Customer 2228,Male,26-35,Germany,Regular
C2229,Customer 2229,Male,18-25,India,Premium
C2230,Customer 2230,Female,46+,Germany,Regular
C2231,Customer 2231,Male,36-45,USA,Premium
C2232,Customer 2232,Male,46+,Australia,Regular
C2233,Customer 2233,Female,46+,UAE,New
C2234,Customer 2234,Male,26-35,USA,New
C2235,Customer 2235,Male,18-25,India,Regular
C2236,Customer 2236,Male,26-35,UAE,Regular
C2237,Customer 2237,Male,18-25,UK,Regular
C2238,Customer 2238,Female,26-35,India,Premium
C2239,Customer 2239,Male,36-45,Germany,New
C2240,Customer 2240,Male,36-45,UK,Regular
C2241,Customer 2241,Male,18-25,USA,New
C2242,Customer 2242,Male,46+,USA,Premium
C2243,Customer 2243,Female,18-25,India,New
C2244,Customer 2244,Female,26-35,UAE,New
C2245,Customer 2245,Male,36-45,Germany,Regular
C2246,Customer 2246,Female,26-35,Germany,New
C2247,Customer 2247,Male,18-25,UK,New
C2248,Customer 2248,Male,26-35,UK,New
C2249,Customer 2249,Male,18-25,Germany,New
C2250,Customer 2250,Female,36-45,UK,Regular
C2251,Customer 2251,Male,46+,UAE,Regular
C2252,Customer 2252,Male,36-45,India,Regular
C2253,Customer 2253,Male,18-25,UK,Regular
C2254,Customer 2254,Female,18-25,UK,Regular
C2255,Customer 2255,Male,46+,UAE,Regular
C2256,Customer 2256,Female,18-25,Australia,Regular
C2257,Customer 2257,Male,26-35,India,Regular
C2258,Customer 2258,Female,18-25,UK,Regular
C2259,Customer 2259,Female,26-35,Australia,Premium
C2260,Customer 2260,Male,26-35,Germany,Premium
C2261,Customer 2261,Female,36-45,India,Premium
C2262,Customer 2262,Female,18-25,Australia,New
C2263,Customer 2263,Male,36-45,USA,Regular
C2264,Customer 2264,Male,36-45,USA,Regular
C2265,Customer 2265,Male,36-45,UAE,Premium
C2266,Customer 2266,Female,46+,India,Regular
C2267,Customer 2267,Female,36-45,USA,Regular
C2268,Customer 2268,Male,26-35,India,Regular
C2269,Customer 2269,Male,26-35,Australia,Regular
C2270,Customer 2270,Male,46+,India,Premium
C2271,Customer 2271,Male,46+,UAE,Premium
C2272,Customer 2272,Male,18-25,Australia,Regular
C2273,Customer 2273,Female,26-35,Germany,New
C2274,Customer 2274,Male,26-35,Australia,Regular
C2275,Customer 2275,Female,46+,Australia,Regular
C2276,Customer 2276,Female,18-25,UAE,Premium
C2277,Customer 2277,Male,36-45,India,Regular
C2278,Customer 2278,Female,26-35,UAE,New
C2279,Customer 2279,Male,36-45,Australia,Regular
C2280,Customer 2280,Female,18-25,USA,New
C2281,Customer 2281,Male,26-35,Australia,Regular
C2282,Customer 2282,Female,26-35,UAE,Regular
C2283,Customer 2283,Male,36-45,Germany,Regular
C2284,Customer 2284,Male,46+,UAE,Premium
C2285,Customer 2285,Female,18-25,India,Regular
C2286,Customer 2286,Female,36-45,Germany,Regular
C2287,Customer 2287,Male,46+,India,Regular
C2288,Customer 2288,Female,36-45,USA,Premium
C2289,Customer 2289,Male,18-25,UK,Regular
C2290,Customer 2290,Male,36-45,Australia,Regular
C2291,Customer 2291,Male,26-35,Australia,Regular
C2292,Customer 2292,Male,46+,India,Regular
C2293,Customer 2293,Female,46+,USA,Regular
C2294,Customer 2294,Female,18-25,India,Regular
C2295,Customer 2295,Female,46+,Australia,Regular
C2296,Customer 2296,Female,18-25,USA,Regular
C2297,Customer 2297,Female,26-35,USA,Premium
C2298,Customer 2298,Male,36-45,Australia,Regular
C2299,Customer 2299,Male,18-25,UAE,Regular
C2300,Customer 2300,Female,46+,Germany,Regular
C2301,Customer 2301,Male,18-25,USA,Premium
C2302,Customer 2302,Male,36-45,Australia,Regular
C2303,Customer 2303,Female,18-25,Australia,Premium
C2304,Customer 2304,Female,36-45,Germany,Premium
C2305,Customer 2305,Female,46+,USA,Regular
C2306,Customer 2306,Male,46+,UAE,Premium
C2307,Customer 2307,Male,26-35,UK,Premium
C2308,Customer 2308,Female,46+,Australia,New
C2309,Customer 2309,Male,46+,UK,Regular
C2310,Customer 2310,Male,36-45,USA,Premium
C2311,Customer 2311,Male,46+,UK,New
C2312,Customer 2312,Male,26-35,Germany,Regular
C2313,Customer 2313,Female,46+,UK,Regular
